severity,issue_type,collab_id,skp_id,series_name,product_name,product_url,source_url,image_url,evidence_status,source_type,recommendation
low,missing_product_image,Q12026-025,Q12026-025-SKP-002,Jimmy Choo x noir kei ninomiya Spring/Summer 2026,Jimmy Choo noir kei ninomiya Bag,,https://www.anothermag.com/fashion-beauty/16964/jimmy-choo-noir-kei-ninomiya,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-025,Q12026-025-SKP-006,Jimmy Choo x noir kei ninomiya Spring/Summer 2026,Jimmy Choo Noir Kei Ninomiya Star Shoe,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-026,Q12026-026-SKP-005,Harlem's Fashion Row x Gap,Gap X HFR Embroidered Baggy Jeans by Daveed Baptiste,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-026,Q12026-026-SKP-006,Harlem's Fashion Row x Gap,Gap X HFR Stitched Denim Bomber Jacket by LaTouché,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-026,Q12026-026-SKP-007,Harlem's Fashion Row x Gap,Gap X HFR Denim Oversized Vest by Nicole Benefield Portfolio,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-028,Q12026-028-SKP-001,Frame x Amelia Gray Collaboration Restock and Expansion,Bad Girl High-Rise Barrel-Leg Jeans,,https://www.elle.com/fashion/a70201790/best-fashion-launches-february-2026/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-031,Q12026-031-SKP-001,On x Sky High Farm Goods SS26,On x Sky High Farm Goods Wildflower Trainer,,https://www.t3.com/active/running/on-and-sky-high-farm-goods-are-back-with-a-wildflower-inspired-trainer-drop-for-ss26,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-031,Q12026-031-SKP-002,On x Sky High Farm Goods SS26,On and Sky High Farm Goods are back with a wildflower-inspired trainer drop for SS26,,https://www.t3.com/active/running/on-and-sky-high-farm-goods-are-back-with-a-wildflower-inspired-trainer-drop-for-ss26,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-040,Q12026-040-SKP-001,Converse x Oshi no Ko Collection,Converse x Oshi no Ko Sneakers,,https://respawn.outlookindia.com/pop-culture/pop-culture-news/converse-collabs-with-oshi-no-ko-for-an-anime-inspired-collection,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-040,Q12026-040-SKP-002,Converse x Oshi no Ko Collection,"Aqua, Ruby, Arima Kana, and Mem-cho promoting the Oshi no Ko Converse Shoes",,https://respawn.outlookindia.com/pop-culture/pop-culture-news/converse-collabs-with-oshi-no-ko-for-an-anime-inspired-collection,,press_listed,release_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-043,Q12026-043-SKP-001,Rakeem Miles x K-Swiss Drop 3,Rakeem Miles x K-Swiss Court Tie Break Sneaker,,https://sneakernews.com/2026/02/23/rakeem-miles-k-swiss-court-tie-break/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-044,Q12026-044-SKP-001,The North Face x Cecilie Bahnsen Third Collaboration,The North Face x Cecilie Bahnsen Jacket,,https://footwearmagazine.com/the-north-face-cecilie-bahnsen-third-collab/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-044,Q12026-044-SKP-002,The North Face x Cecilie Bahnsen Third Collaboration,The North Face x Cecilie Bahnsen Bag,,https://footwearmagazine.com/the-north-face-cecilie-bahnsen-third-collab/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-044,Q12026-044-SKP-004,The North Face x Cecilie Bahnsen Third Collaboration,The North Face x Cecilie Bahnsen Convertible Jacket,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-046,Q12026-046-SKP-001,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne x ASICS GEL-KAYANO 14,,https://footwearmagazine.com/asics-thom-browne-super-bowl-gel-kayano-14/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-046,Q12026-046-SKP-002,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne’s First Sneaker Collaboration,,https://footwearmagazine.com/asics-thom-browne-super-bowl-gel-kayano-14/,,press_listed,release_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-046,Q12026-046-SKP-004,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne for Asics Gel-Kayano 14,https://www.ls/,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-046,Q12026-046-SKP-005,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne Drops a New Sneaker With Asics,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-046,Q12026-046-SKP-006,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne for Asics Gel-Kayano 14,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-052,Q12026-052-SKP-004,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Baseball Cap,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-052,Q12026-052-SKP-005,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Tech Canvas Hooded Jacket,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-052,Q12026-052-SKP-006,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Belt Bag,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-053,Q12026-053-SKP-001,Loeffler Randall x Underwater Weaving Basket Tote,Loeffler Randall x Underwater Weaving Basket Tote,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-053,Q12026-053-SKP-004,Loeffler Randall x Underwater Weaving Basket Tote,Loeffler Randall Poppy Lace Trim Dress,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-054,Q12026-054-SKP-002,Stetson & THE GREAT. Western Collection,Stetson & The Great Gus 6X Cowboy Hat,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-065,Q12026-065-SKP-001,Studio Nicholson x Perfumer H Soap Collection,Perfumer H Soap perfume and Studio Nicholson shirt,,https://www.wallpaper.com/fashion-beauty/fragrance/perfumer-h-studio-nicholson-soap-fragrance-collaboration,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-065,Q12026-065-SKP-002,Studio Nicholson x Perfumer H Soap Collection,Perfumer H and Studio Nicholson&rsquo;s scent is made to smell like slipping on a clean shirt,,https://www.wallpaper.com/fashion-beauty/fragrance/perfumer-h-studio-nicholson-soap-fragrance-collaboration,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-067,Q12026-067-SKP-001,A.P.C. x Topologie Second Capsule,APC x Topologie: a second capsule collection blending iconic denim and technical design,,https://selectabisso.com/en/APCX-Topology%3A-A-second-capsule-collection-blending-iconic-denim-and-technical-design/,,press_listed,release_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-075,Q12026-075-SKP-001,SP5DER x adidas Superstar Collection,SP5DER x adidas Superstar,,https://www.soleretriever.com/news/articles/sp5der-adidas-superstars-collection-release-date-march-2026,,press_listed,release_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-078,Q12026-078-SKP-001,HOODRICH x Eastman Group U.S. Footwear Debut,HOODRICH U.S. Footwear Debut Sneaker,,https://iconixbrand.com/hoodrich-enters-u-s-footwear-market-for-the-first-time-in-partnership-with-eastman-group/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-081,Q12026-081-SKP-001,Pharrell x adidas adiZero EVO SL HUMANRACE Mars,Pharrell x adidas adiZero EVO SL HUMANRACE Mars,,https://sneakernews.com/2025/11/03/pharrell-adidas-evo-sl-preloved-brown-kj8809/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
